,jw_entity_id,id,title,poster,description,release_year,type,imdb_popularity,tmdb_popularity,imdb_score,imdb_votes,tmdb_score,imdb_id,tmdb_id,genre_ids,age_certification,runtime,production_countries,seasons,streaming_app
408,ts38727,38727,High School Fleet,/poster/253938818/{profile},"Living by the sea, protecting the sea, and journeying across the sea... They're the Blue Mermaids! Because of a shift in tectonic plates around 100 years ago, Japan lost much of its area to submergence. To preserve Japan's territories, coastal cities sprung up, one after the other. Eventually, they became marine cities, and along with the expansion of sea-lanes to connect them, the need arose for a sizable staff to protect the seas. At the same time, maritime jobs were becoming more popular among women. Hence, the Blue Mermaids, tasked with keeping the seas safe, had become every female student's dream job. This is when childhood friends Akeno Misaki and Moeka China enroll in a marine high school in Yokosuka, along with other girls who share their goal of becoming a Blue Mermaid.",2016.0,show,,8.42,7.2,105.0,7.8,tt5567348,66105,"[2, 14, 1, 6]",,24.0,['JP'],1,Funimation
409,ts38801,38801,Handa-kun,/poster/242711655/{profile},"Set six years prior to the events of Barakamon, detailing the life of Seishuu Handa as a high school student—and a very interesting life it is. In Handa-kun, Seishuu Handa is admired by his peers as a calligraphy genius and given the utmost respect, but Handa-kun himself is under the mistaken impression that the deference and attention he receives from the other students is actually bullying. Handa just wants to live a quiet life, but hilarity ensues as one character after another challenges his position as the school idol, and somehow comes away as a fan all while Handa is horrified and clueless.",2016.0,show,,12.582,7.2,798.0,8.0,tt5878004,67052,"[2, 3]",TV-14,24.0,['JP'],1,Funimation
410,ts30079,30079,Oreimo,/poster/76222607/{profile},"Oreimo follows the daily life of an ordinary high school boy named Kyousuke Kousaka. Kyousuke’s younger sister Kirino is a pretty fashion model, but also hides a dark secret of being an otaku of adult games. Kyousuke is the only person to whom Kirino reveals her hidden obsession and other issues.",2010.0,show,,25.298,6.4,1522.0,7.0,tt1751305,92801,"[2, 3, 6, 13]",TV-14,24.0,['JP'],2,Funimation
411,ts223460,223460,Lapis Re:LiGHTs,/poster/253935838/{profile},"Based on a mixed media project that blends fantasy, magical girl, and idol elements, Lapis Re:LiGHTs will follow a group of students as they train to become idols. Together, they'll use the magic of music and the magic of... well, literal magic... in their performances.",2020.0,show,,8.864,6.7,47.0,7.7,tt12305568,96556,"[2, 7, 11]",TV-PG,24.0,['JP'],1,Funimation
412,ts296853,296853,Deep Insanity: The Lost Child,/poster/250263856/{profile},"A mysterious illness. An underground realm at its origin. Gifted with immunity, one young man enters to find a cure.",2021.0,show,,17.303,5.2,65.0,6.7,tt14924740,128118,"[14, 1, 2]",TV-14,23.0,['JP'],1,Funimation
413,ts20761,20761,Dragonar Academy,/poster/188786002/{profile},"In a land of dragons, where citizens called breeders tame their dragon pals, races of dragons are born from breeders who are given a Seikoku: a dragon star-shape brand. Learning to ride and tame dragons comes easy to most students at Ansarivan Dragonar Academy — except for first-year student Ash Blake, who is known by his fellow classmates as the ""number one problem child"".",2014.0,show,,8.616,6.6,597.0,7.7,tt3432596,81363,"[1, 3, 2, 7, 13]",TV-MA,24.0,['JP'],1,Funimation
414,ts217703,217703,Sorcerous Stabber Orphen,/poster/165051340/{profile},"Orphen is a powerful sorcerer who is notoriously lazy. Everything changes when he finds a way to save his sis, who was turned into a dragon during their days at magic academy. Betrayed by friends who refused to help, Orphen will stop at nothing to track her down, even if he has to go it alone.",2020.0,show,,34.357,5.6,190.0,7.6,tt11349866,91764,"[2, 1, 6, 7]",TV-14,23.0,['JP'],2,Funimation
415,ts254340,254340,Requiem of the Rose King,/poster/258324268/{profile},"The crown of England has been hotly contested throughout history, and in the Middle Ages, a series of great civil wars became known as the War of the Roses. Claiming a right to the throne, the Duke of York seeks to unseat King Henry VI and his heir in order to become king himself.",2022.0,show,,28.402,4.6,255.0,2.7,tt14979604,109934,"[1, 2, 6, 8, 13, 16]",TV-14,23.0,['JP'],1,Funimation
416,ts84522,84522,Conception,/poster/141623517/{profile},"On his high school graduation day, Itsuki's cousin, Mahiru, tells him that she's pregnant. Just then, a gate of light emerges and transports the two into the world of Granvania. In this land, ""Impurities"" have been causing a disturbance to the Stars, ultimately plunging Granvania into chaos and disorder. And Itsuki, now revealed to be one who is fated to meet with the ""Star Maidens"", is seen as Granvania's last hope and was thus given the task to produce ""Star Children"" and combat the ""impurities"". And unless the task is complete, Itsuki may never be able to return home.",2018.0,show,,10.839,3.8,158.0,7.8,tt8403818,82988,"[1, 14, 2, 3, 13, 6]",TV-MA,24.0,['JP'],1,Funimation
417,ts41034,41034,Strike Witches,/poster/116983804/{profile},"The year is 1939 - it was then that the Neuroi appeared. Nobody knows where they came from or what their ultimate agenda is, but the fact remains that their attacks drove people out of their towns and cities. In order to take arms against them, humanity develops a new anti-Neuroi weapon called the ""Striker Unit."" Using the power of magic to fight against the monsters, this new device enhances and amplifies the power of female magic-wielders. To use this device, young witches from all over the world have been brought together to form an elite task force unit called the 501st Joint Fighter Wing, commonly known as the ""Strike Witches.""",2008.0,show,,16.343,,,5.786,,35464,"[1, 14]",TV-MA,24.0,['JP'],3,Funimation
418,ts17840,17840,Chaos;Head,/poster/138981486/{profile},"Takumi Nishijou, a high school student at the Private Suimei Academy, one day hears about the 'New Gen' murders that have been occurring around the city. Although dismissing the subject because it doesn't involve him, Takumi begins to experience strange mishaps around him, from a horrific picture he received while on his PC, to a mysterious Pink-Haired girl standing at a murder scene.

From there on Takumi struggles to cope with the events unfolding around him, and is soon unaware of what is real or a delusion. As his fate opens up before him, the perpetrator behind the 'New Gen' events attempts to find him, leading him into a world where nothing is as it seems.",2008.0,show,,2.474,5.9,734.0,6.4,tt1278254,37540,"[2, 12, 14, 9]",TV-14,27.0,['JP'],1,Funimation
419,ts34326,34326,My Bride is a Mermaid,/poster/244413226/{profile},"Nagasumi's in hot water after a beautiful, young mermaid named Sun saves him from drowning. The deep-sea sweetheart's dad is a merman yakuza prone to executing anyone who learns his family's scaly secret! Luckily, there's a catch - if Nagasumi agrees to marry Sun, he just might avoid sleeping with the fishes!",2007.0,show,,10.12,7.2,787.0,6.0,tt1739796,56834,"[3, 7, 13, 2]",TV-MA,24.0,['JP'],1,Funimation
420,ts15001,15001,Chrome Shelled Regios,/poster/244252014/{profile},"The world of tomorrow is an arid wasteland. Humans must live in domed cities to escape the threat of mutant Contaminoid monsters. In this future, mysterious Layfon struggles to keep his violent past hidden from his fellow student soldiers at the military academy. Unfortunately, his former life might be impossible to keep secret – and the truth could tear his team apart.",2009.0,show,,9.352,7.0,527.0,7.5,tt1394286,43318,"[6, 1, 2, 14, 7]",TV-MA,24.0,['JP'],1,Funimation
421,ts21220,21220,Phantom: Requiem for the Phantom,/poster/191885075/{profile},"Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human weapon, ""Phantom.""

One day, a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape, the tourist hides in a secluded building. However, Phantom, revealed to be a young woman named Ein, and the leader of Inferno ""Scythe Master"" captures the tourist and brainwashes him.

Given the name ""Zwei,"" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies, deceit, and violence, Zwei must fight to survive, hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death.",2009.0,show,,21.528,7.6,1742.0,7.1,tt1347975,22254,"[1, 2, 4, 6, 12]",TV-MA,23.0,['JP'],1,Funimation
422,ts35526,35526,Kanon,/poster/174693262/{profile},"Yuichi hasn’t seen his cousin Nayuki in years. Now that he’s back, all knowledge of ever visiting has vanished. He tries to adjust to the vaguely familiar surroundings, but the gaps in his memory haunt him as time grows short. The pieces of the puzzle have appeared – an eerily silent beauty with blazing tresses, the mysterious girl with the winged backpack, and the sword-wielding demon slayer – but it’s up to Yuichi to discover how they fit together.",2006.0,show,,11.476,7.5,1537.0,6.8,tt0928093,34124,"[6, 3, 2, 13]",TV-14,24.0,['JP'],1,Funimation
423,ts222812,222812,Kakushigoto,/poster/176388261/{profile},"Kakushi Goto is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out.

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

This show tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.",2020.0,show,3941.0,16.666,7.4,810.0,7.845,tt11299538,95433,"[2, 3, 6]",TV-14,24.0,['JP'],1,Funimation
424,ts34166,34166,Scrapped Princess,/poster/253938740/{profile},"Pacifica Casull is the most feared and hated person by the followers of the God Mauser. Known as the Scrapped Princess, she is the poison that will destroy the world. To avoid being killed by the zealots of Mauser, Pacifica and her adoptive brother and sister leave the village of Manhurin. Her brother, Shannon, is an expert with the sword while Racquel is proficient with magic. At every step of the way, however, someone is constantly trying to kill Pacifica, hoping to somehow avert the catastrophe that is supposed to befall the world on her 16th birthday.",2003.0,show,,6.566,7.4,740.0,5.6,tt0409612,45544,"[14, 1, 6, 7, 2, 3]",TV-14,24.0,['JP'],1,Funimation
425,ts224952,224952,Ikebukuro West Gate Park,/poster/208668572/{profile},"The story revolves around 20-year-old Makoto, who frequently gets involved in highly dangerous situations, usually against his own judgment. Along for the ride are his best buddies Shun, Masa, and Takashi, the enigmatic leader of a local gang in Ikebukuro.",2020.0,show,,9.636,6.5,189.0,6.4,tt12642634,98867,"[2, 12, 6, 13]",TV-14,23.0,['JP'],1,Funimation
426,ts222360,222360,Infinite Dendrogram,/poster/152974539/{profile},"In the year 2043, Infinite Dendrogram, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shuu, and his partner Embryo, Reiji embarks on an adventure into the world of Infinite Dendrogram.",2020.0,show,,15.039,6.0,400.0,6.4,tt11295582,94649,"[1, 2, 7, 14]",TV-14,23.0,['JP'],1,Funimation
427,ts84415,84415,Radiant,/poster/241264151/{profile},"Seth is a boy who seeks to become a great magician, and a group of witches who seek to travel to the Radiant. Radiant is a mythical land that spawns monsters called ""Néméses"" which fall to the world from the sky. While traveling, they are also hunted by The Inquisition.",2018.0,show,4900.0,26.874,6.7,516.0,7.198,tt9225320,82879,"[3, 14, 1, 2, 7]",TV-PG,24.0,['JP'],2,Funimation
428,ts20709,20709,Yowamushi Pedal,/poster/30037066/{profile},"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",2013.0,show,,33.093,7.7,845.0,7.3,tt2942228,125180,"[6, 3, 2, 15]",TV-14,24.0,['JP'],5,Funimation
429,ts43871,43871,World Break: Aria of Curse for a Holy Swordsman,/poster/175939333/{profile},"The scenery takes place in a private high school involving the concept of ""saviors."" They are known as people who possess awakened memories of their past lives. The story tells of a young boy named Moroha Haimura who comes to this private school. At the school, there are two types of people: Saviors, who fight enemies with weapons and techniques gleaned from the Puraana powers from their own bodies, and Kuroma, who wipe out enemies with magic to manipulate the Maana powers that surpass physics. Moroha Haimura is the first person with past lives of both Shirogane and Kuroma.",2015.0,show,,10.557,6.8,975.0,6.1,tt4549712,66919,"[2, 1, 7, 13]",TV-MA,24.0,['JP'],1,Funimation
430,ts20227,20227,Persona 4 The Golden Animation,/poster/141409051/{profile}," In the spring when the cherry blossom petals fall, Yū Narukami moves to Yaso Inaba to live with his uncle and cousin due to his family's circumstances. He transfers to Yasogami High School, where his event-filled school life begins. However, when serial murders begin occurring in the peaceful town, Yū is awakened to the power of his heart turned to physical form: A Persona. Within these new mysteries is Marie, a resident of the alternate world, the Velvet Room, who has no memories of her past. Together with his friends, Yū must solve all the riddles set in front of him and save Yaso Inaba from further violence.",2014.0,show,,5.234,6.2,217.0,7.8,tt3761892,61465,"[1, 14, 12, 2, 7, 3]",TV-14,24.0,['JP'],1,Funimation
431,ts25680,25680,The Tower of Druaga: The Aegis of Uruk,/poster/242339547/{profile},"The Summer of ""Anu"": In a summer once every five years, demons in  the mysterious Tower of Druaga lose their powers due to the magic spell  cast by a god named ""Anu"". King Gilgamesh, ruler of the kingdom Uruk,  uses the appearance of demons as an excuse to invade the tower and find  out the construct's secrets. As 80 years passed, the Uruk army managed  to fight back the demons and built a fortress city and safe haven on the  very first floor of Druaga—Metz Kier. Thus begins the story of a  warrior named Jil, who, finding companions along the way, embarks on a  quest for the fabled Blue Crystal Rod, a powerful artifact rumored to be  in the highest floor of Druaga. However, other competitors, including  the kingdom of Uruk itself, want the treasure, all for their own  reasons.",2008.0,show,,5.993,6.6,269.0,7.4,tt1216050,37517,"[2, 14, 3, 7, 13, 1]",TV-14,25.0,['JP'],2,Funimation
432,ts30076,30076,Dance in the Vampire Bund,/poster/245096909/{profile},"Mina Tepeş, the Princess of the ancient covenant and ruler of all vampires, wants her race to stop hiding from the humans. Using her vast wealth, she has paid off Japan's entire national debt and by doing so, gained the right to create a district off Japan's coast that is to become the future haven to vampires worldwide. But when she finally attempts to make public the existence of vampires to the world some politicians, terrorists and rival factions are plotting to assassinate Mina before she has a chance to get Japan's and international recognition for the Vampire Bund. Now she must rely on her strength, cruelty and those closest to her, while trying to make a normal life.",2010.0,show,,14.118,6.6,796.0,7.1,tt1586814,37183,"[14, 1, 2, 6, 7, 9, 13]",TV-MA,23.0,['JP'],1,Funimation
433,ts33285,33285,Romeo × Juliet,/poster/138961244/{profile},"On a tragic night in Neo Verona, the Capulet family is murdered by Montague and the country is seized. The only Capulet survivor is the child Juliet, who is rescued by loyal knights. Fourteen years later, people in Neo Verona live in poverty and fear. Juliet has spent her life in hiding, and in disguise as the male Red Whirlwind, secretly fighting Neo Verona’s oppression. On one of her secret adventures, she is helped by Romeo and falls in love. Finally, on one fateful day, Juliet’s family reveals her heritage and their desire for her to reclaim her title and rescue Neo Verona from tyranny. Meanwhile, Juliet also discovers that Romeo is the son of her worst enemy. Can Juliet rescue Neo Verona and kill the father of the man she loves?",2007.0,show,,6.727,7.3,516.0,5.7,tt1212819,154658,"[1, 2, 6, 14, 10, 7, 13]",TV-PG,24.0,['JP'],1,Funimation
434,ts31699,31699,My-Hime,/poster/189297541/{profile},"Schoolgirls discover that they have been given the ability to materialize weapons and control robotic beasts called ""Children"" to stop an evil organization from their plans of domination.",2004.0,show,,5.732,7.3,796.0,6.9,tt0824043,12599,"[3, 1, 14, 2, 6, 13, 7]",TV-14,26.0,['JP'],1,Funimation
435,ts82037,82037,Chio's School Road,/poster/72028516/{profile},"This is a story of a nerdy bookworm girl on her way to school, and yes, that's the entire premise, as she's not getting to school any time soon. Taking her ""usual"" route to school, it becomes an increasingly unusual adventure, and all the more ridiculous as it carries on. It takes an unpleasant sentiment many can empathize with, the feeling of tardiness, and brings humor to it—making it a hilarious situation to look back upon.",2018.0,show,,5.536,7.4,359.0,7.2,tt8836500,80462,"[2, 3]",TV-14,24.0,['JP'],1,Funimation
436,ts58333,58333,Tenchi Muyo! War on Geminar,/poster/158824958/{profile},"The story is set in an alternate world called Geminar, where countries have fought endless wars with replicas of humanoid Seikishi weapons that they found in ancient ruins. 15-year-old Kenshi Masaki, the half-brother of Tenchi Muyo! protagonist Tenchi Masaki, is summoned from another world to Geminar.",2009.0,show,,9.511,7.1,262.0,7.0,tt6603172,68639,"[3, 6, 16, 2, 1, 14]",TV-MA,45.0,['JP'],1,Funimation
437,ts86890,86890,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,/poster/191235245/{profile},"Waver Velvet – The boy who fought side by side with the King of Conquerors - Iskandar - during the Fourth Holy Grail War in Fate/Zero. Time has passed, and the mature Waver has now adopted the name of Lord El-Melloi. As Lord El-Melloi II, he challenges numerous magical and mystical cases in the Clock Tower, the mecca of all mages...",2019.0,show,,18.495,6.9,310.0,7.833,tt9573854,85368,"[1, 14, 2, 7]",,24.0,['JP'],1,Funimation
438,ts58416,58416,The Disappearance of Nagato Yuki-chan,/poster/179381036/{profile},"In an alternate universe, shy, awkward Yuki Nagato attempts to court her crush, Kyon, with the help of her best friend and neighbor, the perky and indomitable Ryoko Asakura. Together, the trio defends their high school literature club from extermination…and from the pestering of their over-the-top classmate Tsuruya and her friend and minion Mikuru.",2015.0,show,,8.532,6.2,423.0,8.085,tt4292186,68574,"[2, 3, 13]",TV-14,24.0,['JP'],1,Funimation
439,ts35517,35517,Sankarea: Undying Love,/poster/230323227/{profile},"Zombie-obsessed Furuya is making a potion to reanimate his dead cat when he meets Rea. She’s about as miserable as a girl can get, thanks to her creepy, domineering father. When the pain becomes too much, she tries to commit suicide with a sip of Furuya’s weird elixir. The potion doesn’t kill her – but it does turn her into a zombie after she falls from a cliff.

Now that Rea’s undead and ready to finally live, she hides out with Furuya, who’s always dreamed of having a zombie girlfriend. Their one-of-a-kind relationship comes with some challenges, like the fact that Rea is decomposing. Even worse, her freak-show dad is dangerously determined to get her back under his control. As Furuya fights to keep his ghoulfriend safe, Rea finds the secret to resurrecting her happiness: Live like you’re dying – even if you’re already dead.",2012.0,show,,20.922,6.7,1191.0,7.949,tt2341379,62742,"[6, 2, 3, 7, 13]",TV-MA,25.0,['JP'],1,Funimation
440,ts20204,20204,JINSEI - Life Consulting,/poster/249116588/{profile},"When bespectacled Yuki Akamatsu joins his school’s 2nd Newspaper Club, he finds himself caught in the crossfire between three pretty panelists assigned to the Life Advice column. Rino Endo has a mind for science, Fumi Kujo loves literature, and Izumi Suzuki covers the world of sports. If students have questions that need answers, these are the girls to ask, but cute as they may be, these panelists never seem to agree on anything! Needless to say, navigating life in the 2nd Newspaper Club is gonna be more than poor Yuki bargained for!",2014.0,show,,2.162,5.8,37.0,6.7,tt3815928,60993,"[2, 3, 6, 13]",,24.0,['JP'],5,Funimation
441,ts236553,236553,Our Last Crusade or the Rise of a New World,/poster/209069952/{profile},"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way.",2020.0,show,,15.086,,,8.266,,101972,"[16, 1, 14]",TV-14,24.0,['JP'],1,Funimation
442,ts187246,187246,A Certain Scientific Accelerator,/poster/138761392/{profile},"Accelerator is considered the most powerful psychic in Academy City and one of a few able to shift to the level 6. He, however, now lives a peaceful life and tries to recover from the past injuries. His rest is interrupted, when a rogue group within Anti-Skill called DA that is obsessed with bringing justice to Academy City so much that it would even opt for kidnapping and experiments on humans, causes pure havoc in the city. While Accelerator does not like to be bothered and hates problems, Disciplinary Action, or DA is enough of a threat for Accelerator to take actions, mainly because of the fact that the group, for some unknown reason, is trying to kidnap The Last Order. Now only Accelerator can save the Academy City and The Last Order from the zealous fanatics, working in DA.",2019.0,show,,14.508,6.9,450.0,7.5,tt10256918,90546,"[2, 1, 3, 6, 7, 14]",TV-14,24.0,['JP'],1,Funimation
443,ts226464,226464,Bungo and Alchemist -Gears of Judgement-,/poster/191466036/{profile},"Based on the popular mobile game of the same name. Bungo and Alchemist -Gears of Judgement- is set in a fantasy world with famous and handsome historical figures from the field of literature, who must call upon their magical abilities to save books that have been tainted by evil forces.",2020.0,show,,5.414,6.8,67.0,5.8,tt12080774,100353,"[1, 14, 2, 7]",TV-14,24.0,['JP'],1,Funimation
444,ts43106,43106,[C] The Money of Soul and Possibility Control,/poster/245271925/{profile},"Kimimaro works two jobs to make ends meet. He could go from pauper to prince in a parallel world called the Financial District—if he’ll invest his future as collateral in a dangerous game. Winning gets you more wealth, but losing could erase you from existence. When the destructive forces at play compel Kimimaro to confront the most powerful player, can he save the real world from total collapse?",2011.0,show,,8.578,6.6,462.0,8.015,tt8363332,39435,"[1, 14, 6, 7, 2]",TV-14,22.0,['JP'],4,Funimation
445,ts17417,17417,dot hack roots,/poster/57796030/{profile},"After the termination of the popular virtual reality MMORPG ""The World,"" a new version of the game—The World R:2—is brought online.  Alongside Ovan and his cleric friend Shino, Haseo enjoys his first year in the game but this is shattered when Shino's character is killed by a familiar figure known as Tri-Edge, whose victims have fallen into comas in the real world. Haseo vows to find the elusive Tri-Edge and stop him.",2006.0,show,,7.331,6.1,316.0,6.7,tt0807655,9643,"[2, 1, 6, 14, 7]",TV-14,25.0,['JP'],1,Funimation
446,ts224719,224719,"Shachibato! President, It's Time for Battle!",/poster/175746591/{profile},"Based on the popular strategy game, Minato has become the new president of the Kibou Company. In order to be a good president and help the company grow, he must lead his party of adventurers through the Gate and collect Kirakuri — a type of energy that is extremely valuable and fundamental to the city of Gatepia. However, there are other companies vying for the chance to gather the Kirakuri.",2020.0,show,,3.464,5.9,69.0,6.3,tt11863226,98584,"[1, 14, 2]",TV-14,24.0,['JP'],1,Funimation
447,ts26653,26653,Noein: To Your Other Self,/poster/33245019/{profile},"When summer break begins, Haruka is only thinking of hanging out with her friends—until one fateful night she learns that she’s the keystone in an interdimensional battle for not only the Earth’s future, but the very survival of all existence across the multiverse.",2005.0,show,,16.185,7.5,980.0,7.7,tt0872308,9041,"[2, 1, 14, 7, 13, 6]",TV-14,25.0,['JP'],1,Funimation
448,ts88446,88446,Sarazanmai,/poster/124166096/{profile},"After accidentally breaking a statue of the guardian god of the Asakusa district, middle school students Kazuki, Toi and Enta are transformed into kappas -creatures from japanese folklore- by Keppi, self-proclaimed prince of the Kappa Kingdom. If they want to regain their human form, they must collect the five Dishes of Hope for him, which fulfill the wishes of whoever possesses them. To do so, they will fight against the kappa-zombies and extract their ""shirikodama"", the mythical organ containing humans' deepest desires. Two policemen, Reo and Mabu, are the ones behind this evil scheme, turning humans into zombies as agents of the Otter Empire, enemy of the Kappa Kingdom since ancient times. In the guise of ""Kappazon, Inc."", they control society by manipulating the desires of the masses for their own goals. To succeed in their mission, the boys must be connected through the ""Sarazanmai"", revealing their most intimate secrets in the process...",2019.0,show,,7.812,7.0,306.0,7.118,tt8096510,86919,"[2, 1, 14, 7, 11, 3]",TV-14,23.0,['JP'],1,Funimation
449,ts53008,53008,Touken Ranbu: Hanamaru,/poster/102354028/{profile},"The year is 2205. The ""historical revisionists"" have begun attacks on the past in their plot to change history. The Saniwa, who have been charged with protecting history, can imbue life into objects. Strongest among these are the Tōken Danshi. The story centers around their cheerful lives.",2016.0,show,,4.049,6.6,62.0,7.2,tt8424906,68100,"[1, 2, 3, 6, 7]",TV-PG,24.0,['JP'],2,Funimation
450,ts250829,250829,The World Ends With You: The Animation,/poster/245294542/{profile},"Neku awakens in the middle of Shibuya's bustling Scramble Crossing with no memory of how he got there. Little does he know, he's been transported to an alternate plane of existence known as the Underground. Now an unwilling participant in the mysterious ""Reapers' Game,"" Neku must partner up with a girl named Shiki in order to survive...",2021.0,show,,7.358,,,7.533,,105249,[1],TV-14,23.0,['JP'],1,Funimation
451,ts34293,34293,YuruYuri: Happy Go Lily,/poster/83658159/{profile},"On her first day attending the all-girls Nanamori Middle School in Takaoka, Toyama Akaza Akari oversleeps, to be awakened by her one-year-senior childhood friends: the level-headed Funami Yui and the often self-centered Toshinou Kyouko. Planning on exciting club activities at school, Akari joins the club her older friends have set up. But as it turns out Kyouko and Yui simply took over the former room of the now defunct tea ceremony club for their own Amusement Club. In regard to what the club does, Kyouko explains: ""We just hang out and do whatever we want!"" This is not exactly what the helpful and energetic Akari had hoped for. Surprisingly a few days later Yoshikawa Chinatsu joins the club even though she mistook it for the former tea ceremony club.

And so the four fun-loving girls could enjoy spending their spare time at the club were it not for the student council, in person of vice president Sugiura Ayano, who does her very best to shut down this unauthorized club.",2011.0,show,,15.549,7.5,638.0,8.0,tt2785038,52891,"[2, 3, 6, 13]",TV-14,25.0,['JP'],3,Funimation
452,ts42697,42697,Divine Gate,/poster/141424370/{profile},"The Divine Gate ushered in an era of chaos. Now, a select few have gathered to attempt to reach the Gate and remake the world.",2016.0,show,,6.802,5.0,321.0,5.0,tt5330856,66730,"[1, 14, 7, 2]",TV-14,23.0,['JP'],1,Funimation
453,ts26485,26485,Good Luck Girl!,/poster/14792803/{profile},Ichiko unwittingly absorbs happiness energy from everyone around her. It’s up to the poverty god Momiji to end Ichiko’s positivity consumption and restore the world’s balance.,2012.0,show,,5.387,7.2,421.0,7.1,tt2250040,46038,"[2, 3, 7]",TV-14,24.0,['JP'],1,Funimation
454,ts55801,55801,Clockwork Planet,/poster/8854554/{profile},"One day, a black box suddenly crashed into the house of the high school dropout Naoto Miura. Inside it was a female automaton. The endless cycle of failure and success.

The world that does change and the mankind that does not change. At a time where reality and fantasy are screaming, the encounters of these two make the gears of fate move!",2017.0,show,,11.566,5.4,189.0,7.2,tt7120888,70636,"[14, 2, 7]",TV-14,24.0,['JP'],1,Funimation
455,ts326917,326917,She Professed Herself Pupil of the Wise Man,/poster/262346207/{profile},"Sakamori Kagami was one of the top players in the VRMMO Ark Earth Online as Danblf, a veteran summoner with the gravitas to match his elite status. When he falls asleep playing one day, he's transported to a world where the game is reality—but instead of his all-powerful avatar, he's stuck in the body of a cute young girl! He can't let anyone know that this little cutie is really Danblf, so he takes the name “Mira” and claims to be Danblf's disciple. If this gets out, he'll never live it down!",2022.0,show,,25.095,5.7,192.0,5.875,tt14960284,104032,"[14, 2, 7]",TV-14,23.0,['JP'],1,Funimation
456,ts20032,20032,Rage of Bahamut,/poster/76553064/{profile},"Two thousand years ago, the black-and-silver-winged dragon, Bahamut, terrorized the magical land of Mistarcia. The humans, god, and demons that inhabited the land united forces against the fiend and sealed its power into a key which was split in two, one half protected by gods and the other protected by demons. Now, Mistarcia is a peaceful realm – until a human woman steals the god’s half of the key. Based on the immensely popular digital card game, Rage of Bahamut: Genesis is an exciting blend of action and fantasy.",2014.0,show,,18.919,7.3,1513.0,7.907,tt3981938,61445,"[2, 1, 14, 7]",TV-14,24.0,['JP'],3,Funimation
457,ts53359,53359,Interviews with Monster Girls,/poster/204730742/{profile},"The story takes place in an age where ""Ajin"" (demi-human), more casually known as ""Demi,"" have slowly started to become accepted into human society. Tetsuo Takahashi is a biology teacher who ends up teaching three such Demi, hoping to understand more about them while also managing to catch their attention.",2017.0,show,,12.291,7.4,927.0,7.7,tt6435350,69282,"[14, 3, 7, 2]",TV-14,24.0,['JP'],1,Funimation
458,ts285708,285708,Visual Prison,/poster/243846814/{profile},"Beautiful immortals have gathered in Harajuku to compete for a grand prize: Immense power! For years now the artists behind worldly culture and music have secretly been vampires, including those who produce Visual Kei. Now, they perform their most beautiful songs in the hallowed grounds of the Prison under the Scarlet Moon.",2021.0,show,,15.281,,,8.4,,121840,"[2, 14]",TV-14,24.0,['JP'],1,Funimation
459,ts89563,89563,Cop Craft,/poster/253937350/{profile},"15 years ago, an unknown hyperspace gate opened over the Pacific. Beyond this gate lies Reto Semaani, a strange alternate world where fairies and monsters live.

San Teresa City—a city where over two million immigrants live from both worlds. As a result, there are the haves and the have-nots. Here is the world's newest ""city of dreams."" But in the shadow of the chaos, crime is rampant: drugs, prostitution, and weapon trafficking. The detectives who stand up to these heinous crimes are in the San Teresa City Police. When the detective Kei Matoba and the alternate-world knight Tirana—two individuals who differ in gender, personality, and even world of origin—meet, an incident erupts. Two worlds. Two justices. From this, the curtain rises on a buddy police action story!",2019.0,show,4719.0,10.376,6.6,412.0,7.1,tt10347516,88050,"[14, 2, 1, 4]",TV-MA,23.0,['JP'],1,Funimation
